bbox,category_id,file_name,x_from,y_from,width,height,class
"[68, 168, 24, 25]",1,0_ (10).jpg,68,168,24,25,teeth
"[74, 176, 26, 23]",1,0_ (10).jpg,74,176,26,23,teeth
"[97, 177, 27, 21]",1,0_ (10).jpg,97,177,27,21,teeth
"[117, 178, 28, 22]",1,0_ (10).jpg,117,178,28,22,teeth
"[134, 167, 32, 24]",1,0_ (10).jpg,134,167,32,24,teeth
"[160, 154, 31, 27]",1,0_ (10).jpg,160,154,31,27,teeth
"[171, 143, 35, 20]",1,0_ (10).jpg,171,143,35,20,teeth
"[166, 129, 39, 19]",1,0_ (10).jpg,166,129,39,19,teeth
"[169, 112, 41, 20]",1,0_ (10).jpg,169,112,41,20,teeth
"[179, 96, 35, 15]",1,0_ (10).jpg,179,96,35,15,teeth
"[136, 12, 34, 33]",1,0_ (10).jpg,136,12,34,33,teeth
"[77, 10, 59, 43]",1,0_ (10).jpg,77,10,59,43,teeth
"[26, 17, 59, 51]",1,0_ (10).jpg,26,17,59,51,teeth
"[1, 39, 30, 49]",1,0_ (10).jpg,1,39,30,49,teeth
"[8, 69, 45, 16]",1,0_ (10).jpg,8,69,45,16,teeth
"[151, 20, 56, 32]",1,0_ (10).jpg,151,20,56,32,teeth
"[164, 107, 51, 30]",2,0_ (10).jpg,164,107,51,30,caries
"[131, 7, 44, 43]",2,0_ (10).jpg,131,7,44,43,caries
"[211, 162, 36, 15]",1,535.jpg,211,162,36,15,teeth
"[209, 178, 33, 53]",1,535.jpg,209,178,33,53,teeth
"[201, 193, 15, 27]",1,535.jpg,201,193,15,27,teeth
"[203, 223, 29, 32]",1,535.jpg,203,223,29,32,teeth
"[191, 248, 27, 8]",1,535.jpg,191,248,27,8,teeth
"[37, 237, 27, 19]",1,535.jpg,37,237,27,19,teeth
"[28, 224, 29, 18]",1,535.jpg,28,224,29,18,teeth
"[21, 206, 37, 19]",1,535.jpg,21,206,37,19,teeth
"[10, 159, 43, 50]",1,535.jpg,10,159,43,50,teeth
"[16, 31, 25, 29]",1,535.jpg,16,31,25,29,teeth
"[21, 1, 29, 36]",1,535.jpg,21,1,29,36,teeth
"[222, 16, 34, 50]",1,535.jpg,222,16,34,50,teeth
"[216, 1, 40, 27]",1,535.jpg,216,1,40,27,teeth
"[119, 103, 21, 7]",1,899.jpg,119,103,21,7,teeth
"[105, 105, 14, 6]",1,899.jpg,105,105,14,6,teeth
"[95, 105, 8, 7]",1,899.jpg,95,105,8,7,teeth
"[139, 101, 9, 10]",1,899.jpg,139,101,9,10,teeth
"[147, 104, 12, 9]",1,899.jpg,147,104,12,9,teeth
"[80, 147, 13, 11]",1,899.jpg,80,147,13,11,teeth
"[149, 145, 12, 10]",1,899.jpg,149,145,12,10,teeth
"[114, 98, 31, 17]",2,899.jpg,114,98,31,17,caries
"[1, 177, 48, 35]",1,771.jpg,1,177,48,35,teeth
"[1, 50, 22, 22]",1,771.jpg,1,50,22,22,teeth
"[1, 11, 36, 33]",1,771.jpg,1,11,36,33,teeth
"[1, 114, 11, 23]",2,988.jpg,1,114,11,23,caries
"[215, 1, 41, 65]",1,988.jpg,215,1,41,65,teeth
"[200, 193, 49, 30]",1,988.jpg,200,193,49,30,teeth
"[191, 225, 49, 28]",1,988.jpg,191,225,49,28,teeth
"[1, 131, 11, 36]",1,988.jpg,1,131,11,36,teeth
"[1, 107, 13, 27]",1,988.jpg,1,107,13,27,teeth
"[1, 172, 16, 42]",1,988.jpg,1,172,16,42,teeth
"[1, 224, 23, 29]",1,988.jpg,1,224,23,29,teeth
"[87, 44, 53, 25]",1,376.jpg,87,44,53,25,teeth
"[42, 46, 41, 20]",1,376.jpg,42,46,41,20,teeth
"[19, 59, 33, 17]",1,376.jpg,19,59,33,17,teeth
"[140, 51, 27, 16]",1,376.jpg,140,51,27,16,teeth
"[166, 129, 27, 20]",1,376.jpg,166,129,27,20,teeth
"[159, 150, 23, 12]",1,376.jpg,159,150,23,12,teeth
"[152, 158, 17, 14]",1,376.jpg,152,158,17,14,teeth
"[136, 169, 15, 7]",1,376.jpg,136,169,15,7,teeth
"[44, 127, 31, 19]",1,376.jpg,44,127,31,19,teeth
"[50, 146, 26, 15]",1,376.jpg,50,146,26,15,teeth
"[71, 163, 17, 11]",1,376.jpg,71,163,17,11,teeth
"[89, 172, 18, 7]",1,376.jpg,89,172,18,7,teeth
"[110, 175, 26, 7]",1,376.jpg,110,175,26,7,teeth
"[37, 41, 51, 30]",2,376.jpg,37,41,51,30,caries
"[154, 145, 33, 22]",2,376.jpg,154,145,33,22,caries
"[1, 73, 33, 22]",1,1111.jpg,1,73,33,22,teeth
"[1, 50, 43, 30]",1,1111.jpg,1,50,43,30,teeth
"[1, 30, 50, 30]",1,1111.jpg,1,30,50,30,teeth
"[1, 1, 51, 28]",1,1111.jpg,1,1,51,28,teeth
"[26, 165, 55, 20]",1,1111.jpg,26,165,55,20,teeth
"[44, 183, 45, 26]",1,1111.jpg,44,183,45,26,teeth
"[60, 205, 36, 29]",1,1111.jpg,60,205,36,29,teeth
"[75, 227, 47, 20]",1,1111.jpg,75,227,47,20,teeth
"[107, 242, 53, 14]",1,1111.jpg,107,242,53,14,teeth
"[7, 71, 39, 45]",1,0_ (44).jpg,7,71,39,45,teeth
"[25, 98, 45, 52]",1,0_ (44).jpg,25,98,45,52,teeth
"[52, 125, 37, 47]",1,0_ (44).jpg,52,125,37,47,teeth
"[73, 145, 32, 36]",1,0_ (44).jpg,73,145,32,36,teeth
"[100, 165, 26, 22]",1,0_ (44).jpg,100,165,26,22,teeth
"[126, 169, 32, 24]",1,0_ (44).jpg,126,169,32,24,teeth
"[159, 165, 28, 28]",1,0_ (44).jpg,159,165,28,28,teeth
"[181, 161, 34, 22]",1,0_ (44).jpg,181,161,34,22,teeth
"[196, 137, 36, 28]",1,0_ (44).jpg,196,137,36,28,teeth
"[208, 116, 36, 31]",1,0_ (44).jpg,208,116,36,31,teeth
"[200, 73, 41, 45]",1,0_ (44).jpg,200,73,41,45,teeth
"[188, 37, 46, 35]",1,0_ (44).jpg,188,37,46,35,teeth
"[192, 9, 33, 33]",1,0_ (44).jpg,192,9,33,33,teeth
"[23, 1, 26, 19]",1,0_ (44).jpg,23,1,26,19,teeth
"[51, 1, 25, 10]",1,0_ (44).jpg,51,1,25,10,teeth
"[121, 164, 42, 34]",2,0_ (44).jpg,121,164,42,34,caries
"[191, 132, 46, 38]",2,0_ (44).jpg,191,132,46,38,caries
"[183, 32, 56, 45]",2,0_ (44).jpg,183,32,56,45,caries
"[187, 4, 43, 43]",2,0_ (44).jpg,187,4,43,43,caries
"[42, 103, 27, 14]",1,276.jpg,42,103,27,14,teeth
"[84, 37, 72, 8]",1,276.jpg,84,37,72,8,teeth
"[64, 41, 17, 6]",1,276.jpg,64,41,17,6,teeth
"[45, 49, 17, 12]",1,276.jpg,45,49,17,12,teeth
"[159, 39, 21, 10]",1,276.jpg,159,39,21,10,teeth
"[157, 94, 12, 8]",2,315.jpg,157,94,12,8,caries
"[110, 86, 22, 9]",1,315.jpg,110,86,22,9,teeth
"[85, 87, 24, 8]",1,315.jpg,85,87,24,8,teeth
"[134, 86, 18, 10]",1,315.jpg,134,86,18,10,teeth
"[152, 91, 18, 13]",1,315.jpg,152,91,18,13,teeth
"[62, 96, 12, 8]",1,315.jpg,62,96,12,8,teeth
"[202, 183, 54, 40]",1,913.jpg,202,183,54,40,teeth
"[204, 224, 40, 32]",1,913.jpg,204,224,40,32,teeth
"[4, 192, 52, 39]",1,913.jpg,4,192,52,39,teeth
"[12, 231, 45, 25]",1,913.jpg,12,231,45,25,teeth
"[32, 98, 14, 11]",2,1242.jpg,32,98,14,11,caries
"[11, 93, 46, 23]",1,1242.jpg,11,93,46,23,teeth
"[6, 115, 41, 23]",1,1242.jpg,6,115,41,23,teeth
"[10, 139, 28, 21]",1,1242.jpg,10,139,28,21,teeth
"[22, 158, 27, 20]",1,1242.jpg,22,158,27,20,teeth
"[34, 174, 28, 17]",1,1242.jpg,34,174,28,17,teeth
"[58, 186, 32, 15]",1,1242.jpg,58,186,32,15,teeth
"[84, 191, 32, 16]",1,1242.jpg,84,191,32,16,teeth
"[116, 189, 31, 22]",1,1242.jpg,116,189,31,22,teeth
"[144, 185, 31, 21]",1,1242.jpg,144,185,31,21,teeth
"[173, 175, 28, 16]",1,1242.jpg,173,175,28,16,teeth
"[192, 150, 30, 23]",1,1242.jpg,192,150,30,23,teeth
"[206, 133, 35, 24]",1,1242.jpg,206,133,35,24,teeth
"[208, 114, 43, 24]",1,1242.jpg,208,114,43,24,teeth
"[199, 89, 48, 26]",1,1242.jpg,199,89,48,26,teeth
"[194, 1, 52, 17]",1,1242.jpg,194,1,52,17,teeth
"[4, 14, 31, 19]",1,1242.jpg,4,14,31,19,teeth
"[1, 6, 15, 19]",1,1242.jpg,1,6,15,19,teeth
"[1, 135, 44, 25]",1,1037.jpg,1,135,44,25,teeth
"[1, 111, 42, 27]",1,1037.jpg,1,111,42,27,teeth
"[1, 1, 24, 53]",1,1037.jpg,1,1,24,53,teeth
"[17, 159, 30, 24]",1,1037.jpg,17,159,30,24,teeth
"[50, 132, 22, 23]",2,0_ (24).jpg,50,132,22,23,caries
"[63, 161, 26, 22]",2,0_ (24).jpg,63,161,26,22,caries
"[85, 168, 31, 38]",1,0_ (24).jpg,85,168,31,38,teeth
"[104, 180, 31, 31]",1,0_ (24).jpg,104,180,31,31,teeth
"[133, 189, 28, 28]",1,0_ (24).jpg,133,189,28,28,teeth
"[162, 192, 30, 21]",1,0_ (24).jpg,162,192,30,21,teeth
"[186, 182, 21, 20]",1,0_ (24).jpg,186,182,21,20,teeth
"[145, 36, 39, 45]",1,0_ (24).jpg,145,36,39,45,teeth
"[178, 25, 38, 38]",1,0_ (24).jpg,178,25,38,38,teeth
"[213, 20, 19, 26]",1,0_ (24).jpg,213,20,19,26,teeth
"[115, 50, 32, 33]",1,0_ (24).jpg,115,50,32,33,teeth
"[87, 63, 26, 27]",1,0_ (24).jpg,87,63,26,27,teeth
"[34, 127, 43, 42]",1,0_ (24).jpg,34,127,43,42,teeth
"[60, 156, 33, 29]",1,0_ (24).jpg,60,156,33,29,teeth
"[214, 88, 38, 30]",1,0_ (24).jpg,214,88,38,30,teeth
"[221, 116, 30, 25]",1,0_ (24).jpg,221,116,30,25,teeth
"[201, 63, 41, 29]",1,0_ (24).jpg,201,63,41,29,teeth
"[224, 159, 32, 35]",1,791.jpg,224,159,32,35,teeth
"[223, 192, 33, 40]",1,791.jpg,223,192,33,40,teeth
"[211, 238, 41, 18]",1,791.jpg,211,238,41,18,teeth
"[1, 147, 21, 34]",1,791.jpg,1,147,21,34,teeth
"[1, 122, 10, 29]",1,791.jpg,1,122,10,29,teeth
"[1, 180, 15, 43]",1,791.jpg,1,180,15,43,teeth
"[11, 143, 46, 27]",1,824.jpg,11,143,46,27,teeth
"[35, 178, 47, 19]",1,824.jpg,35,178,47,19,teeth
"[47, 195, 34, 23]",1,824.jpg,47,195,34,23,teeth
"[75, 198, 39, 28]",1,824.jpg,75,198,39,28,teeth
"[116, 207, 49, 29]",1,824.jpg,116,207,49,29,teeth
"[154, 222, 40, 16]",1,824.jpg,154,222,40,16,teeth
"[194, 218, 44, 19]",1,824.jpg,194,218,44,19,teeth
"[231, 208, 25, 22]",1,824.jpg,231,208,25,22,teeth
"[240, 176, 16, 14]",1,824.jpg,240,176,16,14,teeth
"[236, 144, 20, 22]",1,824.jpg,236,144,20,22,teeth
"[6, 138, 56, 37]",2,824.jpg,6,138,56,37,caries
"[176, 121, 20, 14]",1,190.jpg,176,121,20,14,teeth
"[59, 128, 9, 14]",1,190.jpg,59,128,9,14,teeth
"[75, 61, 20, 11]",1,190.jpg,75,61,20,11,teeth
"[58, 68, 16, 11]",1,190.jpg,58,68,16,11,teeth
"[98, 57, 29, 14]",1,190.jpg,98,57,29,14,teeth
"[130, 56, 28, 16]",1,190.jpg,130,56,28,16,teeth
"[160, 56, 20, 13]",1,190.jpg,160,56,20,13,teeth
"[179, 61, 17, 14]",1,190.jpg,179,61,17,14,teeth
"[178, 134, 12, 12]",1,190.jpg,178,134,12,12,teeth
"[171, 116, 30, 24]",2,190.jpg,171,116,30,24,caries
"[132, 38, 55, 27]",1,940.jpg,132,38,55,27,teeth
"[101, 45, 33, 26]",1,940.jpg,101,45,33,26,teeth
"[195, 38, 45, 21]",1,940.jpg,195,38,45,21,teeth
"[211, 157, 28, 18]",1,940.jpg,211,157,28,18,teeth
"[207, 177, 32, 20]",1,940.jpg,207,177,32,20,teeth
"[211, 196, 23, 15]",1,940.jpg,211,196,23,15,teeth
"[213, 211, 22, 16]",1,940.jpg,213,211,22,16,teeth
"[82, 160, 29, 25]",1,940.jpg,82,160,29,25,teeth
"[89, 181, 31, 23]",1,940.jpg,89,181,31,23,teeth
"[98, 202, 25, 15]",1,940.jpg,98,202,25,15,teeth
"[108, 213, 21, 22]",1,940.jpg,108,213,21,22,teeth
"[127, 231, 11, 12]",1,940.jpg,127,231,11,12,teeth
"[140, 239, 11, 9]",1,940.jpg,140,239,11,9,teeth
"[155, 244, 23, 6]",1,940.jpg,155,244,23,6,teeth
"[179, 245, 13, 7]",1,940.jpg,179,245,13,7,teeth
"[192, 241, 19, 6]",1,940.jpg,192,241,19,6,teeth
"[202, 230, 23, 11]",1,940.jpg,202,230,23,11,teeth
"[228, 84, 21, 18]",1,940.jpg,228,84,21,18,teeth
"[242, 75, 14, 14]",1,940.jpg,242,75,14,14,teeth
"[79, 75, 27, 30]",1,940.jpg,79,75,27,30,teeth
"[127, 33, 65, 37]",2,940.jpg,127,33,65,37,caries
"[84, 176, 41, 33]",2,940.jpg,84,176,41,33,caries
"[1, 1, 33, 57]",1,820.jpg,1,1,33,57,teeth
"[1, 185, 39, 43]",1,820.jpg,1,185,39,43,teeth
"[2, 226, 51, 30]",1,820.jpg,2,226,51,30,teeth
"[228, 185, 28, 46]",1,820.jpg,228,185,28,46,teeth
"[225, 233, 31, 23]",1,820.jpg,225,233,31,23,teeth
"[46, 1, 67, 19]",1,1027.jpg,46,1,67,19,teeth
"[1, 1, 40, 31]",1,1027.jpg,1,1,40,31,teeth
"[114, 1, 70, 14]",1,1027.jpg,114,1,70,14,teeth
"[223, 1, 32, 23]",1,1027.jpg,223,1,32,23,teeth
"[180, 1, 50, 9]",1,1027.jpg,180,1,50,9,teeth
"[94, 48, 27, 11]",1,151.jpg,94,48,27,11,teeth
"[76, 50, 19, 7]",1,151.jpg,76,50,19,7,teeth
"[126, 50, 28, 11]",1,151.jpg,126,50,28,11,teeth
"[154, 52, 13, 9]",1,151.jpg,154,52,13,9,teeth
"[176, 95, 15, 9]",1,151.jpg,176,95,15,9,teeth
"[165, 103, 20, 8]",1,151.jpg,165,103,20,8,teeth
"[155, 112, 19, 7]",1,151.jpg,155,112,19,7,teeth
"[50, 92, 12, 10]",1,151.jpg,50,92,12,10,teeth
"[55, 101, 20, 9]",1,151.jpg,55,101,20,9,teeth
"[63, 53, 12, 9]",1,151.jpg,63,53,12,9,teeth
"[89, 43, 37, 21]",2,151.jpg,89,43,37,21,caries
"[121, 45, 38, 21]",2,151.jpg,121,45,38,21,caries
"[49, 79, 26, 16]",1,0_ (20).jpg,49,79,26,16,teeth
"[48, 95, 32, 19]",1,0_ (20).jpg,48,95,32,19,teeth
"[54, 116, 32, 14]",1,0_ (20).jpg,54,116,32,14,teeth
"[64, 125, 28, 18]",1,0_ (20).jpg,64,125,28,18,teeth
"[70, 140, 35, 23]",1,0_ (20).jpg,70,140,35,23,teeth
"[102, 150, 23, 16]",1,0_ (20).jpg,102,150,23,16,teeth
"[126, 156, 22, 14]",1,0_ (20).jpg,126,156,22,14,teeth
"[145, 151, 40, 18]",1,0_ (20).jpg,145,151,40,18,teeth
"[167, 135, 31, 20]",1,0_ (20).jpg,167,135,31,20,teeth
"[179, 114, 32, 27]",1,0_ (20).jpg,179,114,32,27,teeth
"[203, 23, 24, 28]",1,0_ (20).jpg,203,23,24,28,teeth
"[183, 9, 25, 35]",1,0_ (20).jpg,183,9,25,35,teeth
"[132, 1, 47, 39]",1,0_ (20).jpg,132,1,47,39,teeth
"[88, 1, 45, 35]",1,0_ (20).jpg,88,1,45,35,teeth
"[67, 3, 23, 32]",1,0_ (20).jpg,67,3,23,32,teeth
"[46, 3, 24, 34]",1,0_ (20).jpg,46,3,24,34,teeth
"[43, 90, 42, 29]",2,0_ (20).jpg,43,90,42,29,caries
"[59, 120, 38, 28]",2,0_ (20).jpg,59,120,38,28,caries
"[140, 146, 50, 28]",2,0_ (20).jpg,140,146,50,28,caries
"[157, 59, 58, 22]",1,991.jpg,157,59,58,22,teeth
"[149, 36, 56, 26]",1,991.jpg,149,36,56,26,teeth
"[136, 25, 43, 22]",1,991.jpg,136,25,43,22,teeth
"[49, 13, 87, 34]",1,991.jpg,49,13,87,34,teeth
"[1, 9, 48, 29]",1,991.jpg,1,9,48,29,teeth
"[226, 133, 30, 33]",1,852.jpg,226,133,30,33,teeth
"[197, 163, 53, 39]",1,852.jpg,197,163,53,39,teeth
"[161, 202, 39, 27]",1,852.jpg,161,202,39,27,teeth
"[125, 219, 40, 26]",1,852.jpg,125,219,40,26,teeth
"[82, 219, 43, 27]",1,852.jpg,82,219,43,27,teeth
"[36, 214, 46, 31]",1,852.jpg,36,214,46,31,teeth
"[1, 216, 34, 29]",1,852.jpg,1,216,34,29,teeth
"[156, 197, 49, 37]",2,852.jpg,156,197,49,37,caries
"[167, 178, 17, 10]",2,168.jpg,167,178,17,10,caries
"[60, 160, 15, 13]",2,168.jpg,60,160,15,13,caries
"[91, 52, 35, 25]",1,168.jpg,91,52,35,25,teeth
"[124, 51, 39, 29]",1,168.jpg,124,51,39,29,teeth
"[66, 57, 23, 21]",1,168.jpg,66,57,23,21,teeth
"[52, 67, 18, 20]",1,168.jpg,52,67,18,20,teeth
"[162, 64, 18, 17]",1,168.jpg,162,64,18,17,teeth
"[170, 137, 30, 20]",1,168.jpg,170,137,30,20,teeth
"[167, 158, 30, 21]",1,168.jpg,167,158,30,21,teeth
"[164, 180, 25, 16]",1,168.jpg,164,180,25,16,teeth
"[155, 186, 25, 19]",1,168.jpg,155,186,25,19,teeth
"[142, 203, 23, 13]",1,168.jpg,142,203,23,13,teeth
"[119, 206, 30, 15]",1,168.jpg,119,206,30,15,teeth
"[101, 205, 24, 14]",1,168.jpg,101,205,24,14,teeth
"[87, 208, 23, 11]",1,168.jpg,87,208,23,11,teeth
"[71, 195, 30, 16]",1,168.jpg,71,195,30,16,teeth
"[60, 179, 27, 20]",1,168.jpg,60,179,27,20,teeth
"[50, 160, 33, 22]",1,168.jpg,50,160,33,22,teeth
"[46, 137, 32, 23]",1,168.jpg,46,137,32,23,teeth
"[1, 82, 16, 23]",1,941.jpg,1,82,16,23,teeth
"[1, 61, 23, 26]",1,941.jpg,1,61,23,26,teeth
"[1, 37, 24, 21]",1,941.jpg,1,37,24,21,teeth
"[10, 15, 33, 23]",1,941.jpg,10,15,33,23,teeth
"[44, 5, 52, 27]",1,941.jpg,44,5,52,27,teeth
"[95, 3, 51, 29]",1,941.jpg,95,3,51,29,teeth
"[152, 28, 39, 25]",1,941.jpg,152,28,39,25,teeth
"[150, 16, 26, 18]",1,941.jpg,150,16,26,18,teeth
"[156, 51, 33, 19]",1,941.jpg,156,51,33,19,teeth
"[145, 69, 40, 21]",1,941.jpg,145,69,40,21,teeth
"[5, 10, 43, 33]",2,941.jpg,5,10,43,33,caries
"[156, 72, 8, 6]",2,296.jpg,156,72,8,6,caries
"[102, 70, 20, 6]",2,296.jpg,102,70,20,6,caries
"[155, 70, 14, 13]",1,296.jpg,155,70,14,13,teeth
"[136, 68, 19, 12]",1,296.jpg,136,68,19,12,teeth
"[100, 67, 29, 12]",1,296.jpg,100,67,29,12,teeth
"[83, 74, 16, 9]",1,296.jpg,83,74,16,9,teeth
"[169, 77, 11, 9]",1,296.jpg,169,77,11,9,teeth
"[168, 180, 44, 17]",1,610.jpg,168,180,44,17,teeth
"[161, 197, 50, 26]",1,610.jpg,161,197,50,26,teeth
"[163, 215, 42, 22]",1,610.jpg,163,215,42,22,teeth
"[159, 236, 35, 20]",1,610.jpg,159,236,35,20,teeth
"[21, 83, 43, 23]",1,612.jpg,21,83,43,23,teeth
"[24, 107, 29, 33]",1,612.jpg,24,107,29,33,teeth
"[35, 142, 18, 20]",1,612.jpg,35,142,18,20,teeth
"[224, 98, 32, 27]",1,612.jpg,224,98,32,27,teeth
"[230, 127, 26, 31]",1,612.jpg,230,127,26,31,teeth
"[191, 76, 36, 14]",1,1110.jpg,191,76,36,14,teeth
"[202, 58, 40, 20]",1,1110.jpg,202,58,40,20,teeth
"[202, 47, 41, 14]",1,1110.jpg,202,47,41,14,teeth
"[191, 30, 48, 17]",1,1110.jpg,191,30,48,17,teeth
"[182, 4, 52, 27]",1,1110.jpg,182,4,52,27,teeth
"[122, 1, 58, 22]",1,1110.jpg,122,1,58,22,teeth
"[84, 1, 43, 23]",1,1110.jpg,84,1,43,23,teeth
"[37, 8, 45, 18]",1,1110.jpg,37,8,45,18,teeth
"[35, 31, 41, 17]",1,1110.jpg,35,31,41,17,teeth
"[32, 47, 39, 14]",1,1110.jpg,32,47,39,14,teeth
"[31, 59, 50, 25]",1,1110.jpg,31,59,50,25,teeth
"[46, 146, 35, 19]",1,1110.jpg,46,146,35,19,teeth
"[44, 160, 30, 26]",1,1110.jpg,44,160,30,26,teeth
"[195, 152, 33, 15]",1,1110.jpg,195,152,33,15,teeth
"[195, 163, 32, 24]",1,1110.jpg,195,163,32,24,teeth
"[186, 180, 25, 20]",1,1110.jpg,186,180,25,20,teeth
"[197, 53, 50, 30]",2,1110.jpg,197,53,50,30,caries
"[181, 175, 35, 30]",2,1110.jpg,181,175,35,30,caries
"[65, 21, 82, 23]",1,815.jpg,65,21,82,23,teeth
"[12, 53, 35, 32]",1,815.jpg,12,53,35,32,teeth
"[24, 141, 40, 26]",1,815.jpg,24,141,40,26,teeth
"[30, 162, 38, 23]",1,815.jpg,30,162,38,23,teeth
"[36, 183, 30, 21]",1,815.jpg,36,183,30,21,teeth
"[217, 135, 39, 23]",1,815.jpg,217,135,39,23,teeth
"[224, 156, 32, 22]",1,815.jpg,224,156,32,22,teeth
"[222, 179, 34, 16]",1,815.jpg,222,179,34,16,teeth
"[219, 193, 28, 17]",1,815.jpg,219,193,28,17,teeth
"[206, 208, 22, 14]",1,815.jpg,206,208,22,14,teeth
"[199, 139, 15, 14]",2,963.jpg,199,139,15,14,caries
"[21, 131, 11, 10]",2,963.jpg,21,131,11,10,caries
"[3, 40, 33, 17]",1,963.jpg,3,40,33,17,teeth
"[8, 22, 34, 22]",1,963.jpg,8,22,34,22,teeth
"[17, 6, 45, 25]",1,963.jpg,17,6,45,25,teeth
"[216, 55, 40, 16]",1,963.jpg,216,55,40,16,teeth
"[215, 40, 41, 23]",1,963.jpg,215,40,41,23,teeth
"[224, 19, 32, 25]",1,963.jpg,224,19,32,25,teeth
"[189, 137, 37, 24]",1,963.jpg,189,137,37,24,teeth
"[186, 162, 37, 20]",1,963.jpg,186,162,37,20,teeth
"[8, 128, 33, 19]",1,963.jpg,8,128,33,19,teeth
"[16, 146, 34, 20]",1,963.jpg,16,146,34,20,teeth
"[30, 166, 31, 12]",1,963.jpg,30,166,31,12,teeth
"[180, 182, 21, 13]",1,963.jpg,180,182,21,13,teeth
"[161, 193, 24, 13]",1,963.jpg,161,193,24,13,teeth
"[85, 194, 30, 11]",1,963.jpg,85,194,30,11,teeth
"[117, 200, 24, 9]",1,963.jpg,117,200,24,9,teeth
"[1, 80, 34, 28]",1,1068.jpg,1,80,34,28,teeth
"[1, 113, 39, 24]",1,1068.jpg,1,113,39,24,teeth
"[182, 44, 31, 22]",1,1074.jpg,182,44,31,22,teeth
"[183, 31, 34, 18]",1,1074.jpg,183,31,34,18,teeth
"[196, 8, 22, 26]",1,1074.jpg,196,8,22,26,teeth
"[170, 1, 27, 27]",1,1074.jpg,170,1,27,27,teeth
"[129, 1, 44, 19]",1,1074.jpg,129,1,44,19,teeth
"[82, 1, 48, 13]",1,1074.jpg,82,1,48,13,teeth
"[51, 1, 30, 12]",1,1074.jpg,51,1,30,12,teeth
"[32, 2, 22, 20]",1,1074.jpg,32,2,22,20,teeth
"[35, 21, 37, 19]",1,1074.jpg,35,21,37,19,teeth
"[27, 37, 38, 25]",1,1074.jpg,27,37,38,25,teeth
"[43, 119, 28, 19]",1,1074.jpg,43,119,28,19,teeth
"[43, 131, 29, 19]",1,1074.jpg,43,131,29,19,teeth
"[173, 118, 26, 15]",1,1074.jpg,173,118,26,15,teeth
"[19, 61, 52, 30]",1,1053.jpg,19,61,52,30,teeth
"[41, 29, 40, 21]",1,1053.jpg,41,29,40,21,teeth
"[79, 22, 67, 26]",1,1053.jpg,79,22,67,26,teeth
"[143, 19, 67, 31]",1,1053.jpg,143,19,67,31,teeth
"[214, 30, 28, 30]",1,1053.jpg,214,30,28,30,teeth
"[220, 60, 36, 26]",1,1053.jpg,220,60,36,26,teeth
"[215, 81, 41, 23]",1,1053.jpg,215,81,41,23,teeth
"[36, 24, 50, 31]",2,1053.jpg,36,24,50,31,caries
"[91, 1, 110, 36]",1,1192.jpg,91,1,110,36,teeth
"[202, 1, 54, 76]",1,1192.jpg,202,1,54,76,teeth
"[14, 6, 41, 62]",1,1192.jpg,14,6,41,62,teeth
"[1, 35, 36, 66]",1,1192.jpg,1,35,36,66,teeth
"[45, 1, 40, 33]",1,1192.jpg,45,1,40,33,teeth
"[7, 40, 33, 20]",2,327.jpg,7,40,33,20,caries
"[2, 121, 49, 30]",1,327.jpg,2,121,49,30,teeth
"[214, 120, 42, 27]",1,327.jpg,214,120,42,27,teeth
"[2, 36, 41, 28]",1,327.jpg,2,36,41,28,teeth
"[211, 148, 45, 18]",1,327.jpg,211,148,45,18,teeth
"[1, 123, 30, 31]",1,682.jpg,1,123,30,31,teeth
"[1, 154, 36, 38]",1,682.jpg,1,154,36,38,teeth
"[1, 188, 30, 42]",1,682.jpg,1,188,30,42,teeth
"[4, 231, 23, 25]",1,682.jpg,4,231,23,25,teeth
"[229, 116, 27, 27]",1,682.jpg,229,116,27,27,teeth
"[241, 145, 15, 16]",1,682.jpg,241,145,15,16,teeth
"[126, 28, 50, 22]",1,218.jpg,126,28,50,22,teeth
"[77, 28, 49, 24]",1,218.jpg,77,28,49,24,teeth
"[42, 36, 30, 17]",1,218.jpg,42,36,30,17,teeth
"[13, 52, 25, 20]",1,218.jpg,13,52,25,20,teeth
"[181, 31, 29, 16]",1,218.jpg,181,31,29,16,teeth
"[210, 40, 34, 34]",1,218.jpg,210,40,34,34,teeth
"[207, 152, 21, 19]",1,218.jpg,207,152,21,19,teeth
"[189, 160, 20, 20]",1,218.jpg,189,160,20,20,teeth
"[166, 167, 22, 20]",1,218.jpg,166,167,22,20,teeth
"[130, 170, 26, 23]",1,218.jpg,130,170,26,23,teeth
"[93, 170, 29, 23]",1,218.jpg,93,170,29,23,teeth
"[65, 169, 25, 20]",1,218.jpg,65,169,25,20,teeth
"[44, 161, 24, 22]",1,218.jpg,44,161,24,22,teeth
"[12, 139, 23, 21]",1,218.jpg,12,139,23,21,teeth
"[26, 152, 28, 20]",1,218.jpg,26,152,28,20,teeth
"[121, 23, 60, 32]",2,218.jpg,121,23,60,32,caries
"[72, 23, 59, 34]",2,218.jpg,72,23,59,34,caries
"[37, 31, 40, 27]",2,218.jpg,37,31,40,27,caries
"[1, 134, 30, 44]",1,810.jpg,1,134,30,44,teeth
"[1, 171, 37, 40]",1,810.jpg,1,171,37,40,teeth
"[1, 217, 44, 33]",1,810.jpg,1,217,44,33,teeth
